,input_id,output_id,input_text,output_text,chapter,tag1,tag2,-2,-1,0,1,2
1224,9,2893,باید قدردان دارایی‌های خودمان باشیم,بیا تا قدر یکدیگر بدانیم که تا ناگه ز یکدیگر نمانیم,,1,2,0,0,0,1,1
1225,30,4450,نباید مغرور باشیم,Don't be so humble - you are not that great,,-2,-2,2,0,0,0,0
1226,46,4295,نباید عیب دیگران را بر ملا کنیم,If you do not tell the truth about yourself you cannot tell it about other people,,1,2,0,0,0,1,1
1227,5,3963,باید تجارب خود را به افراد دیگر منتقل کنیم,I suppose I'll have to add the force of gravity to my list of enemies,,0,0,0,0,2,0,0
1228,4,4104,نباید براساس ظاهر افراد را قضاوت کرد,Judge a man by his questions rather than by his answers,,1,1,0,0,0,2,0
1229,8,346,باید قبل از سخن گفتن فکر کرد.,صنما با غم عشق تو چه تدبیر کنم تا به کی در غم تو ناله شبگیر کنم دل دیوانه از آن شد که نصیحت شنود مگرش هم ز سر زلف تو زنجیر کنم آن چه در مدت هجر تو کشیدم هیهات در یکی نامه محال است که تحریر کنم با سر زلف تو مجموع پریشانی خود کو مجالی که سراسر همه تقریر کنم آن زمان کرزوی دیدن جانم باشد در نظر نقش رخ خوب تو تصویر کنم گر بدانم که وصال تو بدین دست دهد دین و دل را همه دربازم و توفیر کنم دور شو از برم ای واعظ و بیهوده مگوی من نه آنم که دگر گوش به تزویر کنم نیست امید صلاحی ز فساد حافظ چون که تقدیر چنین است چه تدبیر کنم,غزل    ۳۴۷,0,0,0,0,2,0,0
1230,5,4897,باید تجارب خود را به افراد دیگر منتقل کنیم,The best way to cheer yourself is to try to cheer someone else up,,0,0,0,0,2,0,0
1231,11,3064,باید به یتیمان کمک کرد,تا توانی به جهان خدمت محتاجان کن به دمی یا درمی یا قدمی یا قلمی,,2,2,0,0,0,0,2
1232,32,5545,باید کم گویی کرد,و قال ع اقل ما یلزمکم لله الا تستعینوا بنعمه علی معاصیه ,330,0,0,0,0,2,0,0
1233,6,5640,تفاوت قائل شدن بین انسان‌ها درست است,و قال ع الناس اعداء ما جهلوا ,438,0,0,0,0,2,0,0
1234,14,2290,باید حق‌جو وعدالت‌پیشه باشیم,فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,2426,0,0,0,0,2,0,0
1235,5,336,باید تجارب خود را به افراد دیگر منتقل کنیم,چرا نه در پی عزم دیار خود باشم چرا نه خاک سر کوی یار خود باشم غم غریبی و غربت چو بر نمی‌تابم به شهر خود روم و شهریار خود باشم ز محرمان سراپرده وصال شوم ز بندگان خداوندگار خود باشم چو کار عمر نه پیداست باری آن اولی که روز واقعه پیش نگار خود باشم ز دست بخت گران خواب و کار بی‌سامان گرم بود گله‌ای رازدار خود باشم همیشه پیشه من عاشقی و رندی بود دگر بکوشم و مشغول کار خود باشم بود که لطف ازل رهنمون شود حافظ وگرنه تا به ابد شرمسار خود باشم,غزل    ۳۳۷,-1,0,0,1,1,0,0
1236,4,483,نباید براساس ظاهر افراد را قضاوت کرد,تو مگر بر لب آبی به هوس بنشینی ور نه هر فتنه که بینی همه از خود بینی به خدایی که تویی بنده بگزیده او که بر این چاکر دیرینه کسی نگزینی گر امانت به سلامت ببرم باکی نیست بی دلی سهل بود گر نبود بی‌دینی ادب و شرم تو را خسرو مه رویان کرد آفرین بر تو که شایسته صد چندینی عجب از لطف تو ای گل که نشستی با خار ظاهرا مصلحت وقت در آن می‌بینی صبر بر جور رقیبت چه کنم گر نکنم عاشقان را نبود چاره بجز مسکینی باد صبحی به هوایت ز گلستان برخاست که تو خوشتر ز گل و تازه‌تر از نسرینی شیشه بازی سرشکم نگری از چپ و راست گر بر این منظر بینش نفسی بنشینی سخنی بی‌غرض از بنده مخلص بشنو ای که منظور بزرگان حقیقت بینی نازنینی چو تو پاکیزه دل و پاک نهاد بهتر آن است که با مردم بد ننشینی سیل این اشک روان صبر و دل حافظ برد بلغ الطاقه یا مقله عینی بینی تو بدین نازکی و سرکشی ای شمع چگل لایق بندگی خواجه جلال الدینی,غزل    ۴۸۴,0,0,0,0,2,0,0
1237,39,1555,باید وفای به عهد داشته باشیم,زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,1442,0,1,0,0,1,1,0
1238,46,479,نباید عیب دیگران را بر ملا کنیم,ای که در کشتن ما هیچ مدارا نکنی سود و سرمایه بسوزی و محابا نکنی دردمندان بلا زهر هلاهل دارند قصد این قوم خطا باشد هان تا نکنی رنج ما را که توان برد به یک گوشه چشم شرط انصاف نباشد که مداوا نکنی دیده ما چو به امید تو دریاست چرا به تفرج گذری بر لب دریا نکنی نقل هر جور که از خلق کریمت کردند قول صاحب غرضان است تو آن‌ها نکنی بر تو گر جلوه کند شاهد ما ای زاهد از خدا جز می و معشوق تمنا نکنی حافظا سجده به ابروی چو محرابش بر که دعایی ز سر صدق جز آن جا نکنی,غزل    ۴۸۰,0,1,0,0,1,1,0
1239,12,5266,انسان واقعی در برابر ظلم سکوت نمی‌کند,و قال ع فی الذین اعتزلوا القتال معه خذلوا الحق و لم ینصروا الباطل ,18,-1,2,0,1,0,0,1
1240,48,5505,باید از منافق دوری کنیم,من احبنا اهل البیت فلیستعد للفقر جلبابا ,287,0,0,0,0,2,0,0
1241,10,157,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,غزل    ۱۵۸,0,1,0,0,1,1,0
1242,8,5318,باید قبل از سخن گفتن فکر کرد.,و قال ع من نصب نفسه للناس اماما فلیبدا بتعلیم نفسه قبل تعلیم غیره و لیکن تادیبه بسیرته قبل تادیبه بلسانه و معلم نفسه و مؤدبها احق بالاجلال من معلم الناس و مؤدبهم ,73,1,0,0,0,1,1,0
1243,9,3082,باید قدردان دارایی‌های خودمان باشیم,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,,1,1,0,0,0,2,0
1244,5,60,باید تجارب خود را به افراد دیگر منتقل کنیم,صبا اگر گذری افتدت به کشور دوست بیار نفحه‌ای از گیسوی معنبر دوست به جان او که به شکرانه جان برافشانم اگر به سوی من آری پیامی از بر دوست و گر چنان که در آن حضرتت نباشد بار برای دیده بیاور غباری از در دوست من گدا و تمنای وصل او هیهات مگر به خواب ببینم خیال منظر دوست دل صنوبریم همچو بید لرزان است ز حسرت قد و بالای چون صنوبر دوست اگر چه دوست به چیزی نمی‌خرد ما را به عالمی نفروشیم مویی از سر دوست چه باشد ار شود از بند غم دلش آزاد چو هست حافظ مسکین غلام و چاکر دوست,غزل    ۶۱,0,0,0,0,2,0,0
1245,21,3565,آخرت را بر دنیا باید ترجیح داد,"All the world is made of faith, and trust, and pixie dust",,1,0,0,0,1,1,0
1246,4,43,نباید براساس ظاهر افراد را قضاوت کرد,کنون که بر کف گل جام باده صاف است به صد هزار زبان بلبلش در اوصاف است بخواه دفتر اشعار و راه صحرا گیر چه وقت مدرسه و بحث کشف کشاف است فقیه مدرسه دی مست بود و فتوی داد که می حرام ولی به ز مال اوقاف است به درد و صاف تو را حکم نیست خوش درکش که هر چه ساقی ما کرد عین الطاف است ببر ز خلق و چو عنقا قیاس کار بگیر که صیت گوشه نشینان ز قاف تا قاف است حدیث مدعیان و خیال همکاران همان حکایت زردوز و بوریاباف است خموش حافظ و این نکته‌های چون زر سرخ نگاه دار که قلاب شهر صراف است,غزل    ۴۴,0,0,0,0,2,0,0
1247,48,2958,باید از منافق دوری کنیم,ما را نه غم دوزخ و نه حرص بهشت است بردار ز رخ پرده که مشتاق لقائیم,,0,0,0,0,2,0,0
1248,7,2290,ثروت چیز خوبی است,فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,2426,0,0,0,0,2,0,0
1249,36,118,باید اهل یاری کردن یکدیگر بود,دلی که غیب نمای است و جام جم دارد ز خاتمی که دمی گم شود چه غم دارد به خط و خال گدایان مده خزینه دل به دست شاهوشی ده که محترم دارد نه هر درخت تحمل کند جفای خزان غلام همت سروم که این قدم دارد رسید موسم آن کز طرب چو نرگس مست نهد به پای قدح هر که شش درم دارد زر از بهای می اکنون چو گل دریغ مدار که عقل کل به صدت عیب متهم دارد ز سر غیب کس آگاه نیست قصه مخوان کدام محرم دل ره در این حرم دارد دلم که لاف تجرد زدی کنون صد شغل به بوی زلف تو با باد صبحدم دارد مراد دل ز که پرسم که نیست دلداری که جلوه نظر و شیوه کرم دارد ز جیب خرقه حافظ چه طرف بتوان بست که ما صمد طلبیدیم و او صنم دارد,غزل    ۱۱۹,0,0,0,0,2,0,0
1250,15,3712,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,The unexamined life is not worth living,,1,1,0,0,0,2,0
1251,41,3939,صبر یکی از صفات خردمندان است,A brave man acknowledges the strength of others,,0,0,0,0,2,0,0
1252,17,273,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,به دور لاله قدح گیر و بی‌ریا می‌باش به بوی گل نفسی همدم صبا می‌باش نگویمت که همه ساله می پرستی کن سه ماه می خور و نه ماه پارسا می‌باش چو پیر سالک عشقت به می حواله کند بنوش و منتظر رحمت خدا می‌باش گرت هواست که چون جم به سر غیب رسی بیا و همدم جام جهان نما می‌باش چو غنچه گر چه فروبستگیست کار جهان تو همچو باد بهاری گره گشا می‌باش وفا مجوی ز کس ور سخن نمی‌شنوی به هرزه طالب سیمرغ و کیمیا می‌باش مرید طاعت بیگانگان مشو حافظ ولی معاشر رندان پارسا می‌باش,غزل    ۲۷۴,0,0,0,0,2,0,0
1253,13,1919,باید بخشنده باشیم,ای دوست عتاب را رها کن تدبیر دوای درد ما کن ای دوست جدا مشو تو از ما ما را ز بلا و غم جدا کن اندیشه چو دزد در دل افتاد مستم کن و دزد را فنا کن شادی ز میان غم برانگیز در عالم بی وفا وفا کن,1928,0,0,0,0,2,0,0
1254,8,1979,باید قبل از سخن گفتن فکر کرد.,راز چون با من نگوید یار من بند گردد پیش او گفتار من عذر می گوید که یعنی خامشم با تو می گوید دل هشیار من با کسی دیگر زبان گردد همه سر خود می گوید و اسرار من در گمان افتد دلم زین واقعه این دل ترسان بدپندار من گر بگوید ور نگوید راز من دل ندارد صبر از دلدار من,2014,0,2,0,0,1,0,1
1255,21,3153,آخرت را بر دنیا باید ترجیح داد,جهان و هرچه در آن هست حرف خواهی دید مقام گیری اگر در مکان خاموشی,,0,1,0,0,1,1,0
1256,34,5771,باید به قلب و احساسات توجه کرد,و قال ع القلب مصحف البصر ,,1,2,0,0,0,1,1
1257,49,5592,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,و قال ع من طلب شیئا ناله او بعضه ,386,0,-1,0,1,1,0,0
1258,15,43,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,کنون که بر کف گل جام باده صاف است به صد هزار زبان بلبلش در اوصاف است بخواه دفتر اشعار و راه صحرا گیر چه وقت مدرسه و بحث کشف کشاف است فقیه مدرسه دی مست بود و فتوی داد که می حرام ولی به ز مال اوقاف است به درد و صاف تو را حکم نیست خوش درکش که هر چه ساقی ما کرد عین الطاف است ببر ز خلق و چو عنقا قیاس کار بگیر که صیت گوشه نشینان ز قاف تا قاف است حدیث مدعیان و خیال همکاران همان حکایت زردوز و بوریاباف است خموش حافظ و این نکته‌های چون زر سرخ نگاه دار که قلاب شهر صراف است,غزل    ۴۴,0,1,0,0,1,1,0
1259,38,60,در انتخاب دوست باید دقت کنیم,صبا اگر گذری افتدت به کشور دوست بیار نفحه‌ای از گیسوی معنبر دوست به جان او که به شکرانه جان برافشانم اگر به سوی من آری پیامی از بر دوست و گر چنان که در آن حضرتت نباشد بار برای دیده بیاور غباری از در دوست من گدا و تمنای وصل او هیهات مگر به خواب ببینم خیال منظر دوست دل صنوبریم همچو بید لرزان است ز حسرت قد و بالای چون صنوبر دوست اگر چه دوست به چیزی نمی‌خرد ما را به عالمی نفروشیم مویی از سر دوست چه باشد ار شود از بند غم دلش آزاد چو هست حافظ مسکین غلام و چاکر دوست,غزل    ۶۱,0,1,0,0,1,1,0
1260,5,4695,باید تجارب خود را به افراد دیگر منتقل کنیم,Be thankful for everything that happens in your life; it s all an experience,,0,1,0,0,1,1,0
1261,23,60,باید فرزندان خود را به خوبی تربیت کنیم,صبا اگر گذری افتدت به کشور دوست بیار نفحه‌ای از گیسوی معنبر دوست به جان او که به شکرانه جان برافشانم اگر به سوی من آری پیامی از بر دوست و گر چنان که در آن حضرتت نباشد بار برای دیده بیاور غباری از در دوست من گدا و تمنای وصل او هیهات مگر به خواب ببینم خیال منظر دوست دل صنوبریم همچو بید لرزان است ز حسرت قد و بالای چون صنوبر دوست اگر چه دوست به چیزی نمی‌خرد ما را به عالمی نفروشیم مویی از سر دوست چه باشد ار شود از بند غم دلش آزاد چو هست حافظ مسکین غلام و چاکر دوست,غزل    ۶۱,0,0,0,0,2,0,0
1262,12,69,انسان واقعی در برابر ظلم سکوت نمی‌کند,مردم دیده ما جز به رخت ناظر نیست دل سرگشته ما غیر تو را ذاکر نیست اشکم احرام طواف حرمت می‌بندد گر چه از خون دل ریش دمی طاهر نیست بسته دام و قفس باد چو مرغ وحشی طایر سدره اگر در طلبت طایر نیست عاشق مفلس اگر قلب دلش کرد نثار مکنش عیب که بر نقد روان قادر نیست عاقبت دست بدان سرو بلندش برسد هر که را در طلبت همت او قاصر نیست از روان بخشی عیسی نزنم دم هرگز زان که در روح فزایی چو لبت ماهر نیست من که در آتش سودای تو آهی نزنم کی توان گفت که بر داغ دلم صابر نیست روز اول که سر زلف تو دیدم گفتم که پریشانی این سلسله را آخر نیست سر پیوند تو تنها نه دل حافظ راست کیست آن کش سر پیوند تو در خاطر نیست,غزل    ۷۰,0,0,0,0,2,0,0
1263,13,302,باید بخشنده باشیم,شممت روح وداد و شمت برق وصال بیا که بوی تو را میرم ای نسیم شمال احادیا بجمال الحبیب قف و انزل که نیست صبر جمیلم ز اشتیاق جمال حکایت شب هجران فروگذاشته به به شکر آن که برافکند پرده روز وصال بیا که پرده گلریز هفت خانه چشم کشیده‌ایم به تحریر کارگاه خیال چو یار بر سر صلح است و عذر می‌طلبد توان گذشت ز جور رقیب در همه حال بجز خیال دهان تو نیست در دل تنگ که کس مباد چو من در پی خیال محال قتیل عشق تو شد حافظ غریب ولی به خاک ما گذری کن که خون مات حلال,غزل    ۳۰۳,0,0,0,0,2,0,0
1264,47,3112,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,با هنر باش و هر چه خواهی کن نه بزرگی به مادر و پدر است,,0,1,0,0,1,1,0
1265,29,3120,باید به زیر دستان احترام گذاشت,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,,2,2,0,0,0,0,2
1266,25,3972,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,Some cause happiness wherever they go; others whenever they go,,0,0,0,0,2,0,0
1267,15,5568,کنترل نکردن زبان انسان را بی‌ارزش می‌کند.,و قال ع لا خیر فی الصمت عن الحکم کما انه لا خیر فی القول بالجهل ,354,2,1,0,0,0,1,1
1268,37,292,باید در هنگام پیمان بستن دقت کنیم,بامدادان که ز خلوتگه کاخ ابداع شمع خاور فکند بر همه اطراف شعاع برکشد آینه از جیب افق چرخ و در آن بنماید رخ گیتی به هزاران انواع در زوایای طربخانه جمشید فلک ارغنون ساز کند زهره به آهنگ سماع چنگ در غلغله آید که کجا شد منکر جام در قهقهه آید که کجا شد مناع وضع دوران بنگر ساغر عشرت برگیر که به هر حالتی این است بهین اوضاع طره شاهد دنیی همه بند است و فریب عارفان بر سر این رشته نجویند نزاع عمر خسرو طلب ار نفع جهان می‌خواهی که وجودیست عطابخش کریم نفاع مظهر لطف ازل روشنی چشم امل جامع علم و عمل جان جهان شاه شجاع,غزل    ۲۹۳,0,0,0,0,2,0,0
1269,43,1913,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,ما شادتریم یا تو ای جان ما صافتریم یا دل کان در عشق خودیم جمله بی دل در روی خودیم مست و حیران ما مستتریم یا پیاله ما پاکتریم یا دل و جان در ما نگرید و در رخ عشق ما خواجه عجبتریم یا آن ایمان عشق است و کفر ماییم در کفر نگه کن و در ایمان ایمان با کفر شد هم آواز از یک پرده زنند الحان دانا چو نداند این سخن را پس کی رسد این سخن به نادان,1922,0,0,0,0,2,0,0
1270,49,3141,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,جان رفت و ما به آرزوی دل نمی‌رسیم هرچند می‎رویم به منزل نمی‌رسیم,,0,1,0,0,1,1,0
1271,33,377,نباید در خوردن زیاده‌روی کرد,ما نگوییم بد و میل به ناحق نکنیم جامه کس سیه و دلق خود ازرق نکنیم عیب درویش و توانگر به کم و بیش بد است کار بد مصلحت آن است که مطلق نکنیم رقم مغلطه بر دفتر دانش نزنیم سر حق بر ورق شعبده ملحق نکنیم شاه اگر جرعه رندان نه به حرمت نوشد التفاتش به می صاف مروق نکنیم خوش برانیم جهان در نظر راهروان فکر اسب سیه و زین مغرق نکنیم آسمان کشتی ارباب هنر می‌شکند تکیه آن به که بر این بحر معلق نکنیم گر بدی گفت حسودی و رفیقی رنجید گو تو خوش باش که ما گوش به احمق نکنیم حافظ ار خصم خطا گفت نگیریم بر او ور به حق گفت جدل با سخن حق نکنیم,غزل    ۳۷۸,0,0,0,0,2,0,0
1272,41,1412,صبر یکی از صفات خردمندان است,آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,1240,-1,0,0,1,1,0,0
1273,6,2985,تفاوت قائل شدن بین انسان‌ها درست است,شباهت تو و من هر چه بود ثابت کرد که فصل مشترک عشق و عقل، تنهایی‌ست,,0,2,0,0,1,0,1
1274,33,3049,نباید در خوردن زیاده‌روی کرد,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0,0,0,0,2,0,0
1275,17,2921,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,دل که رنجید از کسی خرسند کردن مشکل است شیشه بشکسته را پیوند کردن مشکل است,,2,2,0,0,0,0,2
1276,26,2960,انسان نباید فخر فروشی داشته باشد.,گر جام خالیت بدهد پیر می فروش بستان و دم مزن که تهی از اشاره نیست,,1,0,0,0,1,1,0
1277,28,1177,باید شکرگزار باشیم,سپاس و شکر خدا را که بندها بگشاد میان به شکر چو بستیم بند ما بگشاد به جان رسید فلک از دعا و ناله من فلک دهان خود اندر ره دعا بگشاد ز بس که سینه ما سوخت در وفا جستن ز شرم ما عرق از صورت وفا بگشاد ادیم روی سهیلیم هر کجا بنمود غلام چشمه عشقیم هر کجا بگشاد پس دریچه دل صد در نهانی بود که بسته بود خدا بنده خدا بگشاد در این سرا که دو قندیل ماه و خورشیدست خدا ز جانب دل روزن سرا بگشاد الست گفت حق و جان ها بلی گفتند برای صدق بلی حق ره بلا بگشاد,930,1,1,0,0,0,2,0
1278,43,5415,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,و قال ع ما کذبت و لا کذبت و لا ضللت و لا ضل بی‌ ,185,0,2,0,0,1,0,1
1279,5,5538,باید تجارب خود را به افراد دیگر منتقل کنیم,و قال ع لکل مقبل ادبار و ما ادبر کان لم یکن ,323,0,0,0,0,2,0,0
1280,31,3082,باید خطاهای دیگران را ببخشیم,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,,0,0,0,0,2,0,0
1281,11,470,باید به یتیمان کمک کرد,ز دلبرم که رساند نوازش قلمی کجاست پیک صبا گر همی‌کند کرمی قیاس کردم و تدبیر عقل در ره عشق چو شبنمی است که بر بحر می‌کشد رقمی بیا که خرقه من گر چه رهن میکده‌هاست ز مال وقف نبینی به نام من درمی حدیث چون و چرا درد سر دهد ای دل پیاله گیر و بیاسا ز عمر خویش دمی طبیب راه نشین درد عشق نشناسد برو به دست کن ای مرده دل مسیح دمی دلم گرفت ز سالوس و طبل زیر گلیم به آن که بر در میخانه برکشم علمی بیا که وقت شناسان دو کون بفروشند به یک پیاله می صاف و صحبت صنمی دوام عیش و تنعم نه شیوه عشق است اگر معاشر مایی بنوش نیش غمی نمی‌کنم گله‌ای لیک ابر رحمت دوست به کشته زار جگرتشنگان نداد نمی چرا به یک نی قندش نمی‌خرند آن کس که کرد صد شکرافشانی از نی قلمی سزای قدر تو شاها به دست حافظ نیست جز از دعای شبی و نیاز صبحدمی,غزل    ۴۷۱,0,0,0,0,2,0,0
1282,21,3181,آخرت را بر دنیا باید ترجیح داد,حاصل زندگی جز این نبود که بمیرد کسی برای کسی,,0,1,0,0,1,1,0
1283,26,125,انسان نباید فخر فروشی داشته باشد.,جان بی جمال جانان میل جهان ندارد هر کس که این ندارد حقا که آن ندارد با هیچ کس نشانی زان دلستان ندیدم یا من خبر ندارم یا او نشان ندارد هر شبنمی در این ره صد بحر آتشین است دردا که این معما شرح و بیان ندارد سرمنزل فراغت نتوان ز دست دادن ای ساروان فروکش کاین ره کران ندارد چنگ خمیده قامت می‌خواندت به عشرت بشنو که پند پیران هیچت زیان ندارد ای دل طریق رندی از محتسب بیاموز مست است و در حق او کس این گمان ندارد احوال گنج قارون کایام داد بر باد در گوش دل فروخوان تا زر نهان ندارد گر خود رقیب شمع است اسرار از او بپوشان کان شوخ سربریده بند زبان ندارد کس در جهان ندارد یک بنده همچو حافظ زیرا که چون تو شاهی کس در جهان ندارد,غزل    ۱۲۶,1,1,0,0,0,2,0
1284,32,3997,باید کم گویی کرد,To define is to limit,,1,0,0,0,1,1,0
1285,9,336,باید قدردان دارایی‌های خودمان باشیم,چرا نه در پی عزم دیار خود باشم چرا نه خاک سر کوی یار خود باشم غم غریبی و غربت چو بر نمی‌تابم به شهر خود روم و شهریار خود باشم ز محرمان سراپرده وصال شوم ز بندگان خداوندگار خود باشم چو کار عمر نه پیداست باری آن اولی که روز واقعه پیش نگار خود باشم ز دست بخت گران خواب و کار بی‌سامان گرم بود گله‌ای رازدار خود باشم همیشه پیشه من عاشقی و رندی بود دگر بکوشم و مشغول کار خود باشم بود که لطف ازل رهنمون شود حافظ وگرنه تا به ابد شرمسار خود باشم,غزل    ۳۳۷,1,2,0,0,0,1,1
1286,47,4968,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,Those who cannot change their minds cannot change anything,,1,0,0,0,1,1,0
1287,5,2893,باید تجارب خود را به افراد دیگر منتقل کنیم,بیا تا قدر یکدیگر بدانیم که تا ناگه ز یکدیگر نمانیم,,1,0,0,0,1,1,0
1288,29,4445,باید به زیر دستان احترام گذاشت,"And he took her in his arms and kissed her under the sunlit sky, and he cared not that they stood high upon the walls in the sight of many",,0,0,0,0,2,0,0
1289,47,3114,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,بجز بنای محبت که دائم آباد است خراب می‌کند ایام هر بنایی را,,0,0,0,0,2,0,0
1290,28,5432,باید شکرگزار باشیم,و قال ع لا یزهدنک فی المعروف من لا یشکره لک فقد یشکرک علیه من لا یستمتع بشی‌ء منه و قد تدرک من شکر الشاکر اکثر مما اضاع الکافرو الله یحب المحسنین ,204,-1,2,0,1,0,0,1
1291,42,60,باید سختی‌ها را تحمل کرد,صبا اگر گذری افتدت به کشور دوست بیار نفحه‌ای از گیسوی معنبر دوست به جان او که به شکرانه جان برافشانم اگر به سوی من آری پیامی از بر دوست و گر چنان که در آن حضرتت نباشد بار برای دیده بیاور غباری از در دوست من گدا و تمنای وصل او هیهات مگر به خواب ببینم خیال منظر دوست دل صنوبریم همچو بید لرزان است ز حسرت قد و بالای چون صنوبر دوست اگر چه دوست به چیزی نمی‌خرد ما را به عالمی نفروشیم مویی از سر دوست چه باشد ار شود از بند غم دلش آزاد چو هست حافظ مسکین غلام و چاکر دوست,غزل    ۶۱,0,0,0,0,2,0,0
1292,47,3446,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,"Everyone thinks of changing the world, but no one thinks of changing himself",,1,2,0,0,0,1,1
1293,49,157,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,غزل    ۱۵۸,0,0,0,0,2,0,0
1294,12,3120,انسان واقعی در برابر ظلم سکوت نمی‌کند,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,,0,1,0,0,1,1,0
1295,20,302,باید مهربان بود,شممت روح وداد و شمت برق وصال بیا که بوی تو را میرم ای نسیم شمال احادیا بجمال الحبیب قف و انزل که نیست صبر جمیلم ز اشتیاق جمال حکایت شب هجران فروگذاشته به به شکر آن که برافکند پرده روز وصال بیا که پرده گلریز هفت خانه چشم کشیده‌ایم به تحریر کارگاه خیال چو یار بر سر صلح است و عذر می‌طلبد توان گذشت ز جور رقیب در همه حال بجز خیال دهان تو نیست در دل تنگ که کس مباد چو من در پی خیال محال قتیل عشق تو شد حافظ غریب ولی به خاک ما گذری کن که خون مات حلال,غزل    ۳۰۳,0,0,0,0,2,0,0
1296,36,1719,باید اهل یاری کردن یکدیگر بود,روز شادی است بیا تا همگان یار شویم دست با هم بدهیم و بر دلدار شویم چون در او دنگ شویم و همه یک رنگ شویم همچنین رقص کنان جانب بازار شویم روز آن است که خوبان همه در رقص آیند ما ببندیم دکان ها همه بی کار شویم روز آن است که تشریف بپوشد جان ها ما به مهمان خدا بر سر اسرار شویم روز آن است که در باغ بتان خیمه زنند ما به نظاره ایشان سوی گلزار شویم,1647,1,2,0,0,0,1,1
1297,48,3118,باید از منافق دوری کنیم,بس که می‌ترسم از جداییها می‌گریزم از آشناییها,,0,1,0,0,1,1,0
