,model,input_text,output_data_source,input_vector,output_text,output_vector,k
916,LASER,صبر یکی از صفات خردمندان است,غزلیات شمس => 1795,"[[ 0.01406707 -0.00011484 -0.0008465  ...  0.00045358  0.01264651
   0.04949991]]",فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,"[[ 0.01677951 -0.00011786 -0.00165597 ...  0.01060321  0.00501328
   0.02375513]]",1
919,LASER,صبر یکی از صفات خردمندان است,غزلیات شمس => 624,"[[ 0.01406707 -0.00011484 -0.0008465  ...  0.00045358  0.01264651
   0.04949991]]",بیمار رنج صفرا ذوق شکر نداند هر سنگ دل در این ره قلب از گهر نداند هر عنکبوت جوله در تار و پود آن چه از ذوق صنعت خود ذوق دگر نداند وان کو ز چه برافتد در جام و ساغر افتد مستیش در سر افتد پا را ز سر نداند,"[[ 9.5940828e-03 -6.1872008e-05  2.4241435e-03 ...  5.0562238e-03
   5.0682402e-03  2.7944984e-02]]",4
917,LASER,صبر یکی از صفات خردمندان است,غزلیات شمس => 917,"[[ 0.01406707 -0.00011484 -0.0008465  ...  0.00045358  0.01264651
   0.04949991]]",آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,"[[ 0.01294566 -0.00010738  0.00206375 ...  0.00247155  0.00896251
   0.02717413]]",2
117,LASER,صبر یکی از صفات خردمندان است,نقل قول از نویسندگان انگلیسی زبان => 1370,"[[ 0.01406707 -0.00011484 -0.0008465  ...  0.00045358  0.01264651
   0.04949991]]",Wisdom comes from experience Experience is often a result of lack of wisdom,"[[ 0.00211787 -0.0005588  -0.00433358 ... -0.00152183  0.01134979
   0.02539501]]",2
118,LASER,صبر یکی از صفات خردمندان است,نقل قول از نویسندگان انگلیسی زبان => 1410,"[[ 0.01406707 -0.00011484 -0.0008465  ...  0.00045358  0.01264651
   0.04949991]]",Compassion is the basis of morality,"[[ 0.00195321 -0.00032424 -0.00034327 ...  0.0232334   0.00388836
   0.05433903]]",3
119,LASER,صبر یکی از صفات خردمندان است,نقل قول از نویسندگان انگلیسی زبان => 2049,"[[ 0.01406707 -0.00011484 -0.0008465  ...  0.00045358  0.01264651
   0.04949991]]",Literature is a luxury fiction is a necessity,"[[ 0.00433387 -0.00018643  0.00273192 ...  0.00844512  0.0145435
   0.0405246 ]]",4
116,LASER,صبر یکی از صفات خردمندان است,نقل قول از نویسندگان انگلیسی زبان => 2057,"[[ 0.01406707 -0.00011484 -0.0008465  ...  0.00045358  0.01264651
   0.04949991]]",Music is ... A higher revelation than all Wisdom Philosoph,"[[ 0.01882962 -0.00031607 -0.00293327 ...  0.00769275  0.03768709
   0.01143165]]",1
416,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تک‌بیتی‌های فارسی => 109,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",هر چه دلم خواست نه آن میشود هر چه خدا خواست همان میشود,[[0.00375275 0.00975832 0.00778068 ... 0.00458471 0.00601157 0.02581523]],1
418,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تک‌بیتی‌های فارسی => 209,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",آن را که در دیار محبت گذار نیست همراهیش مکن که در او اعتبار نیست,"[[ 3.8875625e-03 -1.1425838e-05  3.3231251e-04 ...  9.6213538e-03
   9.4529158e-03  4.1524824e-02]]",3
419,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تک‌بیتی‌های فارسی => 225,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",از کاسه شکسته نخیزد صدا درست احوال ما مپرس که ما دلشکسته‌ایم,"[[ 0.00199457  0.00613849  0.00030145 ... -0.00100084  0.00953471
   0.00709924]]",4
417,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تک‌بیتی‌های فارسی => 279,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",تا زنده‌ایم مرحمتی کن به حال ما دنبال مرده آه کشیدن چه فایده,"[[2.1800637e-05 1.1998852e-02 8.2049257e-04 ... 5.4530529e-03
  6.3088085e-03 1.0612405e-02]]",2
420,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تک‌بیتی‌های فارسی => 290,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",جفا مکن که جفا رسم دلربایی نیست جدا مشو که مرا طاقت جدایی نیست,[[0.01088458 0.00265534 0.00275741 ... 0.00333882 0.01659837 0.03476897]],5
421,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تک‌بیتی‌های فارسی => 345,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,[[0.00200402 0.00956795 0.00185179 ... 0.00801379 0.01348255 0.02611928]],6
573,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,حکمت‌های نهج‌البلاغه => 62,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",و قال ع فوت الحاجه اهون من طلبها الی غیر اهلها ,"[[ 0.00994807  0.00888759 -0.00104765 ...  0.01293048  0.01247343
   0.02510419]]",2
572,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,حکمت‌های نهج‌البلاغه => 65,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",و قال ع اذا لم یکن ما ترید فلا تبل ما کنت ,[[0.00214009 0.01240821 0.00226267 ... 0.00811617 0.00901466 0.02571214]],1
744,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,غزلیات حافظ => 167,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",گداخت جان که شود کار دل تمام و نشد بسوختیم در این آرزوی خام و نشد به لابه گفت شبی میر مجلس تو شوم شدم به رغبت خویشش کمین غلام و نشد پیام داد که خواهم نشست با رندان بشد به رندی و دردی کشیم نام و نشد رواست در بر اگر می‌طپد کبوتر دل که دید در ره خود تاب و پیچ دام و نشد بدان هوس که به مستی ببوسم آن لب لعل چه خون که در دلم افتاد همچو جام و نشد به کوی عشق منه بی‌دلیل راه قدم که من به خویش نمودم صد اهتمام و نشد فغان که در طلب گنج نامه مقصود شدم خراب جهانی ز غم تمام و نشد دریغ و درد که در جست و جوی گنج حضور بسی شدم به گدایی بر کرام و نشد هزار حیله برانگیخت حافظ از سر فکر در آن هوس که شود آن نگار رام و نشد,"[[ 0.00883003 -0.00018874  0.01218229 ...  0.00367678  0.01011158
   0.03264679]]",1
745,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,غزلیات حافظ => 25,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",زلف آشفته و خوی کرده و خندان لب و مست پیرهن چاک و غزل خوان و صراحی در دست نرگسش عربده جوی و لبش افسوس کنان نیم شب دوش به بالین من آمد بنشست سر فرا گوش من آورد به آواز حزین گفت ای عاشق دیرینه من خوابت هست عاشقی را که چنین باده شبگیر دهند کافر عشق بود گر نشود باده پرست برو ای زاهد و بر دردکشان خرده مگیر که ندادند جز این تحفه به ما روز الست آن چه او ریخت به پیمانه ما نوشیدیم اگر از خمر بهشت است وگر باده مست خنده جام می و زلف گره گیر نگار ای بسا توبه که چون توبه حافظ بشکست,"[[ 0.01184429 -0.00022602  0.00291648 ...  0.00882429  0.00701611
   0.02484784]]",2
746,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,غزلیات حافظ => 271,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",بازآی و دل تنگ مرا مونس جان باش وین سوخته را محرم اسرار نهان باش زان باده که در میکده عشق فروشند ما را دو سه ساغر بده و گو رمضان باش در خرقه چو آتش زدی ای عارف سالک جهدی کن و سرحلقه رندان جهان باش دلدار که گفتا به توام دل نگران است گو می‌رسم اینک به سلامت نگران باش خون شد دلم از حسرت آن لعل روان بخش ای درج محبت به همان مهر و نشان باش تا بر دلش از غصه غباری ننشیند ای سیل سرشک از عقب نامه روان باش حافظ که هوس می‌کندش جام جهان بین گو در نظر آصف جمشید مکان باش,"[[ 0.00259521 -0.00021502  0.00613771 ...  0.00986123 -0.00038727
   0.04294967]]",3
747,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,غزلیات حافظ => 299,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",هزار دشمنم ار می‌کنند قصد هلاک گرم تو دوستی از دشمنان ندارم باک مرا امید وصال تو زنده می‌دارد و گر نه هر دمم از هجر توست بیم هلاک نفس نفس اگر از باد نشنوم بویش زمان زمان چو گل از غم کنم گریبان چاک رود به خواب دو چشم از خیال تو هیهات بود صبور دل اندر فراق تو حاشاک اگر تو زخم زنی به که دیگری مرهم و گر تو زهر دهی به که دیگری تریاک بضرب سیفک قتلی حیاتنا ابدا لان روحی قد طاب ان یکون فداک عنان مپیچ که گر می‌زنی به شمشیرم سپر کنم سر و دستت ندارم از فتراک تو را چنان که تویی هر نظر کجا بیند به قدر دانش خود هر کسی کند ادراک به چشم خلق عزیز جهان شود حافظ که بر در تو نهد روی مسکنت بر خاک,"[[-0.00078686 -0.0001465   0.00044876 ...  0.00488381  0.00907633
   0.02489989]]",4
946,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,غزلیات شمس => 1061,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",بشستم تخته هستی سر عالم نمی دارم دریدم پرده بی چون سر آن هم نمی دارم مرا چون دایه قدسی به شیر لطف پرورده ست ملامت کی رسد در من که برگ غم نمی دارم چنان در نیستی غرقم که معشوقم همی گوید بیا با من دمی بنشین سر آن هم نمی دارم دمی کاندر وجود آورد آدم را به یک لحظه از آن دم نیز بیزارم سر آن هم نمی دارم چه گویی بوالفضولی را که یک دم آن خود نبود هزاران بار می گوید سر آن هم نمی دارم,[[0.00021443 0.00315117 0.00496206 ... 0.00566996 0.01082136 0.02321772]],3
944,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,غزلیات شمس => 1331,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",ظننتم ایا عذال ان قد عدلتم تظنون ان الحق فیما عذلتم و ما ضائ ذاک البدر الا لاهله و غادرکم انواره فضللتم فما مل من ذاق الصبابه و الهوی و انکم ما ذقتم فمللتم و ان ذقتموا ما ذقتموه بحقها و لا مشرب العشاق یوما وصلتم,"[[ 0.01794383  0.00301723  0.00090045 ... -0.00085934  0.01325736
   0.01605012]]",1
945,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,غزلیات شمس => 411,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,"[[ 4.8845457e-03 -5.7281708e-05  6.9776754e-04 ...  3.6312346e-03
   8.1543317e-03  3.9101027e-02]]",2
947,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,غزلیات شمس => 486,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",پریر آن چهره یارم چه خوش بود عتاب و ناز دلدارم چه خوش بود به یادم نیست هیچ آن ماجراها ولیکن زین خبر دارم چه خوش بود در آن بزم و در آن جمع و در آن عیش میان باغ و گلزارم چه خوش بود اگر چه مست جام عشق بودم رخ معشوق هشیارم چه خوش بود,"[[-0.0003986   0.00734103 -0.0003147  ...  0.00325977  0.01060337
   0.01333878]]",4
145,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,نقل قول از نویسندگان انگلیسی زبان => 1238,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",We must be willing to let go of the life we planned so as to have the life that is waiting for us,"[[ 9.3666064e-03 -4.8381153e-05  7.9972707e-03 ...  5.3562839e-03
   2.4583761e-02  1.7418817e-02]]",2
147,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,نقل قول از نویسندگان انگلیسی زبان => 167,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",We are what we pretend to be so we must be careful about what we pretend to be,"[[ 0.00883003 -0.00018874  0.01218229 ...  0.00367678  0.01011158
   0.03264679]]",4
146,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,نقل قول از نویسندگان انگلیسی زبان => 1858,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",Do not spoil what you have by desiring what you have not remember that what you now have was once among the things you only hoped for,"[[ 0.00602465  0.00308679 -0.00373707 ...  0.00524893  0.02577598
   0.02855336]]",3
144,LASER,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,نقل قول از نویسندگان انگلیسی زبان => 697,"[[ 1.6411934e-03 -2.2295999e-05  2.2327937e-03 ...  4.1650659e-03
   1.5022545e-02  2.0533422e-02]]",Life 's under no obligation to give us what we expect,"[[ 0.00212634 -0.00014653  0.02544152 ... -0.00096311  0.01290894
   0.01855564]]",1
286,LASER,ما باید از غیبت کردن پرهیز کنیم,تک‌بیتی‌های فارسی => 210,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",آن روز قبول درگه دوست شوی کز رد و قبول خلق پروا نکنی,"[[ 0.01031461 -0.00025178  0.00013379 ...  0.02433345  0.01776553
   0.02187754]]",3
284,LASER,ما باید از غیبت کردن پرهیز کنیم,تک‌بیتی‌های فارسی => 224,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,[[0.00039766 0.00355757 0.00086508 ... 0.01052631 0.0127219  0.02713548]],1
285,LASER,ما باید از غیبت کردن پرهیز کنیم,تک‌بیتی‌های فارسی => 231,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,"[[ 8.5017312e-04 -7.6358992e-05  9.4927120e-04 ...  6.9947471e-03
   1.7883271e-02  1.9532796e-02]]",2
289,LASER,ما باید از غیبت کردن پرهیز کنیم,تک‌بیتی‌های فارسی => 250,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",با بدان کم نشینکه صحبت بد گر چه پاکی تو را پلید کند,[[0.00382148 0.01709951 0.00169467 ... 0.01173519 0.01422059 0.0314441 ]],6
287,LASER,ما باید از غیبت کردن پرهیز کنیم,تک‌بیتی‌های فارسی => 260,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",بس که می‌ترسم از جداییها می‌گریزم از آشناییها,[[0.02034343 0.00338431 0.00402382 ... 0.00600711 0.03159989 0.02169123]],4
288,LASER,ما باید از غیبت کردن پرهیز کنیم,تک‌بیتی‌های فارسی => 262,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,[[0.00662867 0.00482374 0.01113161 ... 0.0141809  0.01343093 0.0246132 ]],5
528,LASER,ما باید از غیبت کردن پرهیز کنیم,حکمت‌های نهج‌البلاغه => 151,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",و قال ع ترک الذنب اهون من طلب المعونه ,"[[ 0.00287769  0.00983087 -0.00033336 ...  0.01004399  0.02057759
   0.01904082]]",1
529,LASER,ما باید از غیبت کردن پرهیز کنیم,حکمت‌های نهج‌البلاغه => 236,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",و قال ع احسنوا فی عقب غیرکم تحفظوا فی عقبکم ,[[0.01116193 0.01084654 0.01541347 ... 0.00241087 0.01103034 0.02781142]],2
656,LASER,ما باید از غیبت کردن پرهیز کنیم,غزلیات حافظ => 139,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",دلبر برفت و دلشدگان را خبر نکرد یاد حریف شهر و رفیق سفر نکرد یا بخت من طریق مروت فروگذاشت یا او به شاهراه طریقت گذر نکرد گفتم مگر به گریه دلش مهربان کنم چون سخت بود در دل سنگش اثر نکرد شوخی مکن که مرغ دل بی‌قرار من سودای دام عاشقی از سر به درنکرد هر کس که دید روی تو بوسید چشم من کاری که کرد دیده من بی نظر نکرد من ایستاده تا کنمش جان فدا چو شمع او خود گذر به ما چو نسیم سحر نکرد,"[[ 2.1853428e-02 -9.9660094e-05  6.1281011e-03 ...  2.3462389e-02
   3.0926606e-02  1.0174906e-02]]",1
659,LASER,ما باید از غیبت کردن پرهیز کنیم,غزلیات حافظ => 167,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",گداخت جان که شود کار دل تمام و نشد بسوختیم در این آرزوی خام و نشد به لابه گفت شبی میر مجلس تو شوم شدم به رغبت خویشش کمین غلام و نشد پیام داد که خواهم نشست با رندان بشد به رندی و دردی کشیم نام و نشد رواست در بر اگر می‌طپد کبوتر دل که دید در ره خود تاب و پیچ دام و نشد بدان هوس که به مستی ببوسم آن لب لعل چه خون که در دلم افتاد همچو جام و نشد به کوی عشق منه بی‌دلیل راه قدم که من به خویش نمودم صد اهتمام و نشد فغان که در طلب گنج نامه مقصود شدم خراب جهانی ز غم تمام و نشد دریغ و درد که در جست و جوی گنج حضور بسی شدم به گدایی بر کرام و نشد هزار حیله برانگیخت حافظ از سر فکر در آن هوس که شود آن نگار رام و نشد,"[[ 0.00883003 -0.00018874  0.01218229 ...  0.00367678  0.01011158
   0.03264679]]",4
657,LASER,ما باید از غیبت کردن پرهیز کنیم,غزلیات حافظ => 316,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",فاش می‌گویم و از گفته خود دلشادم بنده عشقم و از هر دو جهان آزادم طایر گلشن قدسم چه دهم شرح فراق که در این دامگه حادثه چون افتادم من ملک بودم و فردوس برین جایم بود آدم آورد در این دیر خراب آبادم سایه طوبی و دلجویی حور و لب حوض به هوای سر کوی تو برفت از یادم نیست بر لوح دلم جز الف قامت دوست چه کنم حرف دگر یاد نداد استادم کوکب بخت مرا هیچ منجم نشناخت یا رب از مادر گیتی به چه طالع زادم تا شدم حلقه به گوش در میخانه عشق هر دم آید غمی از نو به مبارک بادم می خورد خون دلم مردمک دیده سزاست که چرا دل به جگرگوشه مردم دادم پاک کن چهره حافظ به سر زلف ز اشک ور نه این سیل دمادم ببرد بنیادم,"[[ 8.4579848e-03 -3.6473746e-05  7.3511773e-03 ...  5.0917178e-02
   1.9836109e-02  2.2203319e-02]]",2
658,LASER,ما باید از غیبت کردن پرهیز کنیم,غزلیات حافظ => 394,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",گلبرگ را ز سنبل مشکین نقاب کن یعنی که رخ بپوش و جهانی خراب کن بفشان عرق ز چهره و اطراف باغ را چون شیشه‌های دیده ما پرگلاب کن ایام گل چو عمر به رفتن شتاب کرد ساقی به دور باده گلگون شتاب کن بگشا به شیوه نرگس پرخواب مست را و از رشک چشم نرگس رعنا به خواب کن بوی بنفشه بشنو و زلف نگار گیر بنگر به رنگ لاله و عزم شراب کن زان جا که رسم و عادت عاشق‌کشی توست با دشمنان قدح کش و با ما عتاب کن همچون حباب دیده به روی قدح گشای وین خانه را قیاس اساس از حباب کن حافظ وصال می‌طلبد از ره دعا یا رب دعای خسته دلان مستجاب کن,"[[ 0.02143804 -0.00053007  0.05311827 ...  0.00554796  0.02805553
   0.0511259 ]]",3
859,LASER,ما باید از غیبت کردن پرهیز کنیم,غزلیات شمس => 1322,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",چند گهی فاتحه خوانت کنم از پس آن شاه جهانت کنم پیر شدی در غم ما باک نیست پیر بیا تا که جوانت کنم هیچ غم جان مخور ار جان برفت بگلر لشکرگه جانت کنم آنچ محال است تصور دهم وجه محالیش بیانت کنم ره دهمت تا به اصول اصول راه چه باشد که چنانت کنم گر چه کلیمی همه در اعتراض کشف کنم خضر زمانت کنم,[[0.00178802 0.00832213 0.00234657 ... 0.0191756  0.01643234 0.03082275]],4
857,LASER,ما باید از غیبت کردن پرهیز کنیم,غزلیات شمس => 1327,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",رحت انا من بینکم غبت کذا من عینکم لا تغفلوا عن حینکم لا تهدموا دارینکم اخواننا اخواننا ان الزمان خاننا لا تنسوا هجراننا لا تهدموا دارینکم قد فاتنا اعمارنا و استنسیت اخبارنا و استثقلت اوزارنا لا تهدموا دارینکم استوثقوا ادیانکم و استغنموا اخوانکم و استعشقوا ایمانکم لا تهدموا دارینکم,[[0.00277855 0.00176308 0.00181636 ... 0.01947224 0.01660638 0.01736563]],2
856,LASER,ما باید از غیبت کردن پرهیز کنیم,غزلیات شمس => 1570,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,[[0.00051806 0.00121766 0.01415103 ... 0.0076396  0.01014341 0.00597498]],1
858,LASER,ما باید از غیبت کردن پرهیز کنیم,غزلیات شمس => 917,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,"[[ 0.01294566 -0.00010738  0.00206375 ...  0.00247155  0.00896251
   0.02717413]]",3
56,LASER,ما باید از غیبت کردن پرهیز کنیم,نقل قول از نویسندگان انگلیسی زبان => 1337,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",The only way to get rid of temptation is to yield to it,"[[ 0.01254528 -0.00012432  0.0569379  ...  0.02848231  0.02430189
   0.02852093]]",1
59,LASER,ما باید از غیبت کردن پرهیز کنیم,نقل قول از نویسندگان انگلیسی زبان => 1753,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",Education the path from cocky ignorance to miserable uncertainty,"[[ 0.00513088 -0.00015031 -0.00240775 ...  0.0076709   0.01868002
   0.01900203]]",4
58,LASER,ما باید از غیبت کردن پرهیز کنیم,نقل قول از نویسندگان انگلیسی زبان => 2013,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",We learn from failure not from success,"[[ 0.00336275 -0.00020972 -0.00237371 ...  0.01074333  0.01415774
   0.02153414]]",3
57,LASER,ما باید از غیبت کردن پرهیز کنیم,نقل قول از نویسندگان انگلیسی زبان => 526,"[[ 0.00283855 -0.00040279  0.00387745 ...  0.01272779  0.03353334
   0.00843113]]",I generally avoid temptation unless I ca n't resist it,[[0.0135423  0.00181015 0.03490112 ... 0.0222261  0.03285386 0.01717252]],2
204,LASER,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,تک‌بیتی‌های فارسی => 155,"[[-1.13805545e-04  2.05031824e-06  3.63242533e-03 ...  9.29689035e-03
   1.78975351e-02  3.41175795e-02]]",با بدان کم نشین که صحبت بد گرچه پاکی تو را پلید کند,[[0.0025951  0.01290137 0.00851949 ... 0.00582971 0.02139906 0.03714189]],5
203,LASER,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,تک‌بیتی‌های فارسی => 204,"[[-1.13805545e-04  2.05031824e-06  3.63242533e-03 ...  9.29689035e-03
   1.78975351e-02  3.41175795e-02]]",تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد,[[0.00617392 0.00917732 0.00551453 ... 0.01431952 0.01997709 0.02716102]],4
201,LASER,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,تک‌بیتی‌های فارسی => 225,"[[-1.13805545e-04  2.05031824e-06  3.63242533e-03 ...  9.29689035e-03
   1.78975351e-02  3.41175795e-02]]",از کاسه شکسته نخیزد صدا درست احوال ما مپرس که ما دلشکسته‌ایم,"[[ 0.00199457  0.00613849  0.00030145 ... -0.00100084  0.00953471
   0.00709924]]",2
205,LASER,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,تک‌بیتی‌های فارسی => 332,"[[-1.13805545e-04  2.05031824e-06  3.63242533e-03 ...  9.29689035e-03
   1.78975351e-02  3.41175795e-02]]",خاطر آزرده چه داری ز غم سود و زیان غم مخور، شاد بزی، سود و زیان این همه نیست,"[[-0.00031776  0.01267719 -0.00011545 ...  0.02275006  0.03719816
   0.01548062]]",6
202,LASER,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,تک‌بیتی‌های فارسی => 51,"[[-1.13805545e-04  2.05031824e-06  3.63242533e-03 ...  9.29689035e-03
   1.78975351e-02  3.41175795e-02]]",تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد,[[0.00617392 0.00917732 0.00551453 ... 0.01431952 0.01997709 0.02716102]],3
200,LASER,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,تک‌بیتی‌های فارسی => 73,"[[-1.13805545e-04  2.05031824e-06  3.63242533e-03 ...  9.29689035e-03
   1.78975351e-02  3.41175795e-02]]",گر ما خطا کنیم، عطای تو بی حد است نومیدی از عطای تو، حد خطای ماست,[[0.00709462 0.04896201 0.00033373 ... 0.01057282 0.01830491 0.02554937]],1
